Phrase,Frequency
ولقد استهزئ برسل من قبلك فحاق بالذين سخروا منهم ما كانوا به يستهزئون,2
على نفسه الرحمة,2
أنفسهم فهم,2
أنفسهم فهم لا,2
خسروا أنفسهم فهم,2
وما تأتيهم من آية من آيات ربهم إلا كانوا عنها معرضين,2
تأتيهم من آية من آيات ربهم إلا كانوا عنها معرضين,2
أبدا رضي الله,2
فيها أبدا رضي,2
عنه ذلك,2
ورضوا عنه ذلك,2
خالدين فيها أبدا رضي,2
عنهم ورضوا عنه ذلك,2
أبدا رضي الله عنهم,2
فيها أبدا رضي الله,2
أبدا رضي,2
قال سبحانك,2
تعلم ما,2
سبحانك ما,2
عليها من,2
لي أن,2
ما يكون لي,2
ما يكون لي أن,2
يكون لي أن,2
الأنهار خالدين فيها أبدا رضي,2
خالدين فيها أبدا رضي الله,2
الأنهار خالدين فيها أبدا رضي الله عنهم,2
تحتها الأنهار خالدين فيها أبدا رضي الله,2
من تحتها الأنهار خالدين فيها أبدا رضي,2
خالدين فيها أبدا رضي الله عنهم ورضوا,2
فيها أبدا رضي الله عنهم ورضوا عنه,2
تجري من تحتها الأنهار خالدين فيها أبدا رضي,2
أبدا رضي الله عنهم ورضوا عنه ذلك,2
رضي الله عنهم ورضوا عنه ذلك,2
أبدا رضي الله عنهم ورضوا عنه,2
الله عنهم ورضوا عنه ذلك,2
أبدا رضي الله عنهم ورضوا,2
فيها أبدا رضي الله عنهم,2
تحتها الأنهار خالدين فيها أبدا رضي,2
الأنهار خالدين فيها أبدا رضي الله,2
فيها أبدا رضي الله عنهم ورضوا,2
خالدين فيها أبدا رضي الله عنهم,2
علينا مائدة من السماء,2
مائدة من السماء,2
ما وجدنا عليه آباءنا,2
ما وجدنا عليه,2
ما وجدنا,2
وجدنا عليه آباءنا أولو,2
ما وجدنا عليه آباءنا أولو,2
إن ارتبتم,2
ما وجدنا عليه آباءنا أولو كان,2
وجدنا عليه آباءنا أولو كان,2
ما جعل الله,2
ما جعل,2
الله يا أولي,2
فاتقوا الله يا,2
والله يعلم ما تبدون وما تكتمون,2
فاتقوا الله يا أولي,2
الله يا أولي الألباب,2
ولو أعجبك,2
فاتقوا الله يا أولي الألباب,2
إنا إذا لمن,2
أن يأتوا,2
قال الله يا عيسى ابن مريم,2
الله يا عيسى ابن مريم,2
قال الله يا عيسى ابن,2
ربك أن,2
علينا مائدة,2
علينا مائدة من,2
مائدة من,2
الله يا عيسى ابن,2
إنك أنت علام الغيوب,2
ماذا أجبتم,2
فيقول ماذا,2
لنا إنك,2
فيقول ماذا أجبتم,2
أنت علام,2
أنت علام الغيوب,2
إنك أنت علام,2
من تحتها الأنهار خالدين فيها أبدا رضي الله,2
تحتها الأنهار خالدين فيها أبدا رضي الله عنهم,2
من آية من آيات ربهم,2
تأتيهم من آية من آيات,2
وما تأتيهم من آية من,2
آية من آيات ربهم إلا,2
من آيات ربهم إلا كانوا,2
وما تأتيهم من آية من آيات,2
ربهم إلا كانوا عنها معرضين,2
آيات ربهم إلا كانوا عنها,2
إلا كانوا عنها معرضين,2
ربهم إلا كانوا عنها,2
تأتيهم من آية من,2
وما تأتيهم من آية,2
كانوا عنها معرضين,2
من آية من آيات,2
آية من آيات ربهم,2
آيات ربهم إلا كانوا,2
من آيات ربهم إلا,2
تأتيهم من آية من آيات ربهم,2
من آية من آيات ربهم إلا,2
آية من آيات ربهم إلا كانوا عنها معرضين,2
من آية من آيات ربهم إلا كانوا عنها,2
تأتيهم من آية من آيات ربهم إلا كانوا,2
وما تأتيهم من آية من آيات ربهم إلا كانوا,2
تأتيهم من آية من آيات ربهم إلا كانوا عنها,2
وما تأتيهم من آية من آيات ربهم إلا كانوا عنها,2
من آية من آيات ربهم إلا كانوا عنها معرضين,2
وما تأتيهم من آية من آيات ربهم إلا,2
من آيات ربهم إلا كانوا عنها معرضين,2
آيات ربهم إلا كانوا عنها معرضين,2
من آيات ربهم إلا كانوا عنها,2
آية من آيات ربهم إلا كانوا,2
وما تأتيهم من آية من آيات ربهم,2
تأتيهم من آية من آيات ربهم إلا,2
آية من آيات ربهم إلا كانوا عنها,2
من آية من آيات ربهم إلا كانوا,2
إلا كانوا عنها,2
ربهم إلا كانوا,2
الأنهار خالدين فيها أبدا رضي الله عنهم ورضوا عنه ذلك,2
تحتها الأنهار خالدين فيها أبدا رضي الله عنهم ورضوا عنه,2
من تحتها الأنهار خالدين فيها أبدا رضي الله عنهم ورضوا,2
تجري من تحتها الأنهار خالدين فيها أبدا رضي الله عنهم ورضوا,2
من تحتها الأنهار خالدين فيها أبدا رضي الله عنهم ورضوا عنه,2
تجري من تحتها الأنهار خالدين فيها أبدا رضي الله عنهم ورضوا عنه,2
تحتها الأنهار خالدين فيها أبدا رضي الله عنهم ورضوا عنه ذلك,2
تجري من تحتها الأنهار خالدين فيها أبدا رضي الله عنهم,2
خالدين فيها أبدا رضي الله عنهم ورضوا عنه ذلك,2
فيها أبدا رضي الله عنهم ورضوا عنه ذلك,2
خالدين فيها أبدا رضي الله عنهم ورضوا عنه,2
الأنهار خالدين فيها أبدا رضي الله عنهم ورضوا,2
تجري من تحتها الأنهار خالدين فيها أبدا رضي الله,2
من تحتها الأنهار خالدين فيها أبدا رضي الله عنهم,2
الأنهار خالدين فيها أبدا رضي الله عنهم ورضوا عنه,2
تحتها الأنهار خالدين فيها أبدا رضي الله عنهم ورضوا,2
من تحتها الأنهار خالدين فيها أبدا رضي الله عنهم ورضوا عنه ذلك,2
تجري من تحتها الأنهار خالدين فيها أبدا رضي الله عنهم ورضوا عنه ذلك,2
تأتيهم من آية,2
وما تأتيهم من,2
كانوا عنها,2
من آية من,2
آية من آيات,2
آيات ربهم إلا,2
من آيات ربهم,2
آيات ربهم,2
تأتيهم من,2
لله ملك السماوات والأرض,2
لله ملك السماوات,2
لله ملك,2
بربهم يعدلون,2
وهو الله,2
وما تأتيهم,2
الله في السماوات,2
له إلا هو وإن,2
وإن يمسسك الله بضر فلا,2
ساء ما يزرون,2
ما يزرون,2
الله حتى,2
ألا ساء ما يزرون,2
فيها وهم,2
خسر الذين كذبوا,2
بلقاء الله,2
كذبوا بلقاء,2
ربهم قال,2
على ربهم,2
هذا بالحق قالوا بلى وربنا قال فذوقوا العذاب بما كنتم,2
أليس هذا بالحق قالوا بلى وربنا قال فذوقوا العذاب بما,2
قالوا بلى وربنا قال فذوقوا العذاب بما كنتم تكفرون,2
بالحق قالوا بلى وربنا قال فذوقوا العذاب بما كنتم تكفرون,2
أليس هذا بالحق قالوا بلى وربنا قال فذوقوا العذاب بما كنتم,2
أليس هذا بالحق قالوا بلى وربنا قال فذوقوا العذاب بما كنتم تكفرون,2
هذا بالحق قالوا بلى وربنا قال فذوقوا العذاب بما كنتم تكفرون,2
الذين كذبوا بلقاء,2
كذبوا بلقاء الله,2
يتقون أفلا تعقلون,2
للذين يتقون أفلا,2
خير للذين يتقون,2
الآخرة خير للذين يتقون,2
خير للذين يتقون أفلا,2
الآخرة خير للذين يتقون أفلا,2
للذين يتقون أفلا تعقلون,2
يتقون أفلا,2
ما فرطنا,2
الذين كذبوا بلقاء الله,2
خسر الذين كذبوا بلقاء,2
قد خسر الذين كذبوا,2
قد خسر الذين كذبوا بلقاء,2
خسر الذين كذبوا بلقاء الله,2
حتى إذا جاءتهم,2
قد خسر الذين كذبوا بلقاء الله,2
بالحق قالوا بلى وربنا قال فذوقوا العذاب بما كنتم,2
هذا بالحق قالوا بلى وربنا قال فذوقوا العذاب بما,2
بالحق قالوا بلى وربنا قال,2
هذا بالحق قالوا بلى وربنا,2
أليس هذا بالحق قالوا بلى,2
قالوا بلى وربنا قال فذوقوا,2
بلى وربنا قال فذوقوا العذاب,2
أليس هذا بالحق قالوا بلى وربنا,2
قال فذوقوا العذاب بما كنتم,2
وربنا قال فذوقوا العذاب بما,2
قال فذوقوا العذاب بما,2
وربنا قال فذوقوا العذاب,2
أليس هذا بالحق قالوا,2
قال فذوقوا العذاب,2
وربنا قال فذوقوا,2
هذا بالحق قالوا بلى,2
بالحق قالوا بلى وربنا,2
بلى وربنا قال فذوقوا,2
قالوا بلى وربنا قال,2
هذا بالحق قالوا بلى وربنا قال,2
بالحق قالوا بلى وربنا قال فذوقوا,2
هذا بالحق قالوا بلى وربنا قال فذوقوا العذاب,2
أليس هذا بالحق قالوا بلى وربنا قال فذوقوا,2
وربنا قال فذوقوا العذاب بما كنتم تكفرون,2
بالحق قالوا بلى وربنا قال فذوقوا العذاب بما,2
قالوا بلى وربنا قال فذوقوا العذاب بما كنتم,2
أليس هذا بالحق قالوا بلى وربنا قال فذوقوا العذاب,2
بلى وربنا قال فذوقوا العذاب بما كنتم تكفرون,2
بلى وربنا قال فذوقوا العذاب بما كنتم,2
قالوا بلى وربنا قال فذوقوا العذاب بما,2
وربنا قال فذوقوا العذاب بما كنتم,2
بلى وربنا قال فذوقوا العذاب بما,2
قالوا بلى وربنا قال فذوقوا العذاب,2
قال فذوقوا العذاب بما كنتم تكفرون,2
أليس هذا بالحق قالوا بلى وربنا قال,2
بالحق قالوا بلى وربنا قال فذوقوا العذاب,2
